t,tcp_inuse,tcp_tw,tcp_orphan,file_nr_used,loadavg_1m
1780610534.377,1505,512,0,4992,6.76
1780610535.378,1505,514,0,4992,6.76
1780610536.378,1505,513,0,4992,6.22
1780610537.378,1505,513,0,4992,6.22
1780610538.378,1505,512,0,4992,6.22
1780610539.378,1505,513,0,4992,6.22
1780610540.379,1505,513,0,4992,6.22
1780610541.379,1505,513,0,4992,5.80
1780610542.379,1505,512,0,4992,5.80
1780610543.379,1505,512,0,4992,5.80
1780610544.379,1505,512,0,4992,5.80
1780610545.379,1505,512,0,4992,5.80
1780610546.380,1505,512,0,4992,5.49
1780610547.380,1505,513,0,4992,5.49
1780610548.380,1505,509,0,4992,5.49
1780610549.380,1505,509,0,4992,5.49
1780610550.380,1505,509,0,4992,5.49
1780610551.381,1505,510,0,5184,5.05
1780610552.381,1505,510,0,5184,5.05
1780610553.381,1505,510,0,5184,5.05
1780610554.381,1505,510,0,5184,5.05
