t,tcp_inuse,tcp_tw,tcp_orphan,file_nr_used,loadavg_1m
1780605677.174,1453,749,0,5952,7.28
1780605678.174,1965,749,0,6336,7.28
1780605679.174,1965,749,0,6336,7.28
1780605680.175,1965,749,0,6336,7.28
1780605681.175,1965,749,0,6336,7.28
1780605682.175,1965,750,0,6336,6.94
1780605683.175,1965,750,0,6336,6.94
1780605684.175,1965,750,0,6336,6.94
1780605685.176,1965,750,0,6336,6.94
1780605686.176,1965,750,0,6336,6.94
1780605687.176,1965,750,0,6336,6.46
1780605688.176,1965,750,0,6336,6.46
1780605689.176,1965,750,0,6336,6.46
1780605690.177,1965,750,0,6336,6.46
1780605691.177,1965,750,0,6336,6.46
1780605692.177,1965,750,0,6336,6.19
1780605693.177,1965,750,0,6336,6.19
1780605694.178,1965,750,0,6336,6.19
1780605695.178,1965,750,0,6336,6.19
1780605696.178,1965,489,0,6336,6.19
1780605697.178,1965,489,0,6336,5.69
1780605698.178,1965,486,0,6336,5.69
1780605699.178,1965,486,0,6336,5.69
1780605700.179,1965,487,0,6336,5.69
1780605701.179,1965,487,0,6336,5.69
1780605702.179,1965,426,0,6528,5.47
1780605703.179,1965,426,0,6528,5.47
1780605704.179,1965,425,0,6528,5.47
1780605705.180,1965,426,0,6528,5.47
1780605706.180,1965,425,0,6528,5.47
1780605707.180,1965,425,0,6528,5.12
1780605708.180,1965,425,0,6528,5.12
1780605709.180,1965,425,0,6528,5.12
1780605710.180,1965,425,0,6528,5.12
1780605711.181,1965,425,0,6528,5.12
1780605712.181,1965,425,0,6528,4.87
1780605713.181,1965,425,0,6528,4.87
1780605714.181,1965,426,0,6528,4.87
1780605715.181,1965,426,0,6528,4.87
1780605716.182,1965,426,0,6528,4.87
1780605717.182,1965,426,0,6528,4.64
1780605718.182,1965,426,0,6528,4.64
1780605719.182,1965,426,0,6528,4.64
1780605720.182,1965,424,0,6336,4.64
1780605721.183,1965,425,0,6336,4.64
1780605722.183,1965,423,0,6336,4.35
1780605723.183,1965,423,0,6336,4.35
1780605724.183,1965,423,0,6336,4.35
1780605725.183,1965,423,0,6336,4.35
1780605726.184,1965,422,0,6336,4.35
1780605727.184,1965,422,0,6336,4.08
1780605728.184,1965,422,0,6336,4.08
1780605729.184,1965,409,0,6336,4.08
1780605730.184,1965,409,0,6336,4.08
1780605731.185,1965,15,0,6336,4.08
1780605732.185,1965,16,0,6336,3.91
1780605733.185,1965,11,0,6336,3.91
1780605734.185,1965,11,0,6336,3.91
1780605735.185,1965,11,0,6336,3.91
1780605736.186,1965,11,0,6336,3.91
1780605737.186,1965,8,0,6336,3.60
1780605738.186,1965,8,0,6336,3.60
1780605739.186,1965,6,0,6336,3.60
1780605740.186,1965,6,0,6336,3.60
1780605741.187,1965,6,0,6336,3.60
1780605742.187,1965,7,0,6336,3.39
1780605743.187,1965,6,0,6336,3.39
1780605744.187,1965,6,0,6336,3.39
1780605745.187,1965,6,0,6336,3.39
1780605746.187,1965,6,0,6336,3.39
1780605747.188,1965,6,0,6336,3.20
1780605748.188,1965,6,0,6336,3.20
1780605749.188,1965,6,0,6528,3.20
1780605750.188,1965,6,0,6528,3.20
1780605751.189,1965,7,0,6528,3.20
1780605752.189,1965,7,0,6528,3.10
1780605753.189,1965,7,0,6528,3.10
1780605754.189,1965,7,0,6528,3.10
1780605755.189,1965,7,0,6528,3.10
1780605756.189,1965,7,0,6528,3.10
1780605757.190,1965,7,0,6528,2.93
1780605758.190,1965,7,0,6528,2.93
1780605759.190,1965,7,0,6528,2.93
1780605760.190,1965,7,0,6528,2.93
1780605761.190,1965,6,0,6528,2.93
1780605762.191,1965,7,0,6528,2.86
1780605763.191,1965,7,0,6528,2.86
1780605764.191,1965,7,0,6528,2.86
1780605765.191,1965,7,0,6528,2.86
1780605766.191,1965,7,0,6528,2.86
1780605767.191,1965,7,0,6528,2.71
1780605768.192,1965,7,0,6528,2.71
1780605769.192,1965,7,0,6528,2.71
1780605770.192,1965,7,0,6528,2.71
1780605771.192,1965,7,0,6528,2.71
1780605772.192,1965,7,0,6528,2.73
1780605773.193,1965,7,0,6528,2.73
1780605774.193,1965,7,0,6528,2.73
1780605775.193,1965,7,0,6528,2.73
1780605776.193,1965,6,0,6528,2.73
1780605777.194,1965,6,0,6528,2.67
1780605778.194,1965,6,0,6528,2.67
1780605779.194,1965,6,0,6528,2.67
1780605780.194,1965,6,0,6528,2.67
1780605781.194,1965,6,0,6528,2.67
1780605782.195,1965,5,0,6528,2.46
1780605783.195,1965,5,0,6528,2.46
1780605784.195,1965,5,0,6528,2.46
1780605785.195,1965,5,0,6528,2.46
1780605786.195,1965,6,0,6528,2.46
1780605787.195,1965,6,0,6528,2.34
1780605788.196,1965,6,0,6528,2.34
1780605789.196,1965,7,0,6528,2.34
1780605790.196,1965,7,0,6528,2.34
1780605791.196,1965,7,0,6528,2.34
1780605792.196,1965,7,0,6528,2.31
1780605793.197,1965,7,0,6528,2.31
1780605794.197,1965,6,0,6528,2.31
1780605795.197,1965,6,0,6528,2.31
1780605796.197,1965,6,0,6528,2.31
1780605797.197,1965,9,0,6528,2.13
1780605798.197,1965,9,0,6528,2.13
1780605799.198,1965,9,0,6528,2.13
1780605800.198,1965,9,0,6528,2.13
1780605801.198,1965,9,0,6528,2.13
1780605802.198,1965,8,0,6528,2.12
1780605803.198,1965,8,0,6528,2.12
1780605804.199,1965,8,0,6528,2.12
