latency_s
58.434615
58.452182
58.467463
58.469155
55.801176
58.482583
58.485211
58.488662
58.493924
58.495483
58.495398
55.674888
58.504062
58.504202
58.509061
58.514037
58.513534
58.518702
58.518403
58.525536
58.526879
58.530032
58.532522
58.533720
55.024225
58.542130
58.547468
58.658393
58.658426
58.661489
58.665069
58.669602
58.673300
55.940150
58.678118
58.680466
58.683145
58.689300
58.689097
58.247866
58.698416
58.701116
58.703486
58.705568
58.707119
58.710257
58.719090
61.250656
61.329827
59.006722
59.015952
59.098156
58.991833
59.075153
59.782817
61.761621
58.363282
59.819658
59.765226
58.983700
59.742573
61.719795
59.775637
59.024279
61.487078
59.080739
59.065591
61.861920
58.404572
61.871806
59.863561
61.754089
59.137021
61.458579
59.116038
60.385469
59.182970
59.157619
59.050893
60.425768
61.908674
61.912458
61.558694
60.415081
61.803952
61.867076
59.125923
59.883988
61.832455
59.107421
61.746410
60.455434
61.165090
61.606917
59.904441
61.852643
61.516014
61.766673
59.192890
59.302558
61.627058
59.217875
59.281881
59.930348
59.208809
62.005445
61.545574
59.296470
59.357031
61.955325
58.555409
61.959703
61.498438
59.313371
59.206910
61.910504
62.036930
61.916288
61.239399
59.330839
61.521397
59.275718
61.624032
61.662237
61.596935
59.377522
61.538709
61.638507
62.008211
61.861235
59.391698
59.455175
61.436534
59.468561
62.248106
62.641544
61.171002
62.260486
59.943420
59.975647
60.038312
62.453868
62.206868
62.308942
59.960760
62.283616
61.878036
60.673585
60.619857
62.231092
59.233026
60.687562
60.044988
62.335657
62.520286
60.728142
60.702112
61.235416
59.923528
63.039096
62.614809
59.582290
61.206785
61.318857
64.007138
61.912420
62.160892
61.380465
63.405488
62.734886
61.959466
63.404338
64.984730
62.598610
62.669869
64.668881
62.736589
65.267790
63.417069
62.745845
62.698334
65.281864
62.721774
65.287577
65.040872
65.142869
63.470143
62.739705
63.479427
63.452731
62.810848
65.164980
65.136785
64.027209
64.029227
65.326781
63.448213
63.508602
65.488318
65.430537
62.705219
62.708806
62.711329
62.824008
65.357294
63.477787
65.181209
63.569864
64.779713
66.349520
63.973913
64.742715
66.542742
67.936857
65.214284
67.923061
67.985539
67.655215
67.992426
65.399478
68.058760
67.940712
65.379452
68.160138
68.563082
65.853573
66.474393
68.450073
66.565460
67.070161
68.519334
68.122527
68.524449
65.847112
65.740876
68.168582
66.545860
66.936433
68.557608
68.623240
67.790913
69.844845
68.612359
67.910718
69.853967
70.197293
69.860100
70.302797
68.630033
70.146870
68.664524
67.934291
67.857469
70.255981
70.226832
70.328323
67.871308
70.698036
67.876834
68.047767
68.464286
68.470833
70.762090
68.566986
69.715563
71.075042
70.988870
69.694936
69.698031
68.524399
69.732971
70.412249
70.823788
69.512368
72.141502
69.608839
73.104830
70.817532
70.734039
72.676854
71.974163
73.122545
70.803863
70.797242
71.024833
71.111269
71.848065
71.146987
73.436965
71.242022
72.390614
73.069958
72.367261
71.258953
73.923249
73.804405
73.807230
73.408923
71.925597
73.816189
73.417635
71.288179
71.880868
73.950809
73.740770
71.213569
73.436242
72.454863
72.486946
74.188184
71.690975
73.981545
71.786503
72.934879
72.487565
73.671210
74.631235
74.763929
73.066280
75.164639
72.541964
74.742714
75.112790
73.080728
71.717455
72.467291
75.065394
73.075895
75.341014
74.558459
76.071205
75.909634
74.036129
73.451658
73.454883
76.019599
73.519989
74.109613
75.626654
75.759766
75.944640
75.792530
73.184298
72.732787
74.057572
74.022317
73.896536
73.990570
73.173252
73.932335
73.318632
73.240202
74.048409
73.746477
74.827991
73.440790
73.412896
73.439162
73.370727
73.515319
73.573225
76.538351
76.881085
76.421812
76.587927
76.427452
76.955075
75.478228
74.335456
74.897415
73.505208
74.932382
74.877172
75.466431
74.321776
74.272954
74.188170
74.744279
76.978084
73.947588
77.200006
74.624711
77.297824
77.210945
75.178226
77.836557
77.685316
75.858613
77.389955
77.208435
77.845416
75.307885
77.653869
75.357152
76.029457
77.518694
77.521753
75.995196
75.955548
75.613396
78.218570
75.769281
77.596307
77.999446
75.733568
76.363522
76.324078
76.412938
74.947137
77.903844
77.977248
76.937729
77.984779
75.762440
75.668484
75.767809
75.642040
78.044207
76.379023
75.676138
78.127575
76.532659
77.734461
78.796885
76.455430
76.381731
77.238884
77.587822
77.659698
77.089840
79.423193
79.825973
76.427770
77.732177
76.937895
77.767567
78.305469
78.323282
77.290393
79.552875
77.003272
78.293225
77.673616
79.663967
79.625285
78.009913
77.432503
79.925834
79.928877
77.051054
77.592345
77.475382
79.046718
77.467422
80.479942
78.455952
77.917953
80.176634
79.067949
80.429875
78.672884
78.138722
80.827628
78.057632
80.428058
81.114289
79.293556
81.861559
79.075132
81.566687
81.470469
81.812815
79.899381
79.148555
79.847124
81.517604
78.989829
79.372347
79.468626
80.314330
82.580367
80.882986
82.456748
81.254156
80.612122
82.620655
83.665659
80.644500
81.274141
83.947172
81.049194
81.282168
81.120514
82.560565
84.793393
86.998229
24.779156
24.745609
24.748883
24.798032
24.754334
24.757405
24.760544
86.649996
85.974042
25.130747
26.893372
30.012991
86.028247
86.852071
32.717999
89.042435
24.639192
29.590129
24.638513
91.035248
91.186471
91.281365
88.858807
91.240790
29.872118
29.937420
26.312632
29.651313
29.654331
29.657388
29.893495
26.331081
26.326782
88.772961
29.872774
29.686259
29.691889
26.196646
91.321341
91.259929
89.046293
89.133782
91.732653
89.729340
92.221632
30.570588
30.574593
30.577026
30.580371
30.582658
91.167028
89.816856
91.890692
31.315649
31.320140
31.322624
31.324077
31.168935
91.632837
32.195376
91.549644
32.206610
32.209111
32.212246
28.718729
27.560130
32.060035
32.225247
93.540236
91.629971
32.234559
27.568638
32.242587
32.243966
32.093197
92.233060
91.478927
92.173286
32.417165
92.355208
92.901096
92.153772
92.172279
91.508328
92.239818
91.601230
91.448668
92.342155
91.908318
92.499853
93.060498
91.547250
92.342222
92.250886
92.322210
91.526656
92.351909
92.405802
91.780370
26.604123
26.607418
26.631426
92.342415
91.219515
91.893309
26.205488
26.739169
25.605850
26.772632
26.220777
26.223151
26.753701
94.675206
94.830006
26.453416
26.453263
26.459954
26.462126
94.937773
92.966163
93.475998
92.762987
24.759094
26.203362
26.207866
25.692653
25.695838
24.776717
25.702159
25.705234
23.437183
25.743571
26.228447
23.446219
25.721035
25.723344
23.472336
25.729929
23.463020
23.535788
94.403129
94.353794
26.198084
94.496619
94.360073
94.521955
94.420850
94.490609
94.426811
95.246027
94.490456
95.333153
29.450935
95.186155
94.024800
95.192418
95.873153
95.290853
28.909263
95.326092
95.367122
94.484015
94.615707
95.120600
95.885271
94.607528
95.320480
95.270225
95.136608
95.275959
95.361356
95.364792
94.487674
95.189611
94.484390
27.662145
27.667663
27.710757
27.673184
29.166112
29.255575
29.310326
29.266580
31.395233
31.359733
97.134844
99.434538
99.161113
97.115341
97.311650
99.510670
97.907427
31.912121
97.208332
28.826460
31.772331
31.812870
99.429037
100.254017
99.414546
100.875336
32.500969
34.508639
27.394661
31.898887
100.546102
100.233884
100.242352
99.130247
100.586696
99.857007
102.173243
34.155783
34.162649
34.166044
25.339670
25.363898
28.890897
24.239549
28.897340
28.899887
102.719363
28.906826
28.909474
28.941222
24.890380
29.867299
29.870915
25.217131
24.522229
101.290200
103.344601
103.936540
101.361604
103.630633
104.037200
102.065483
101.538088
101.905178
103.219896
25.688668
25.689480
27.027497
101.462100
102.105518
103.185803
104.489435
105.252265
106.896452
105.255237
104.722686
106.831602
104.680827
105.268799
106.567476
106.859524
27.335493
23.356268
23.358658
23.362469
25.547747
26.672912
25.554135
23.373551
25.054042
27.384480
25.567382
25.569703
25.573673
25.604958
23.428545
23.466267
27.011990
25.621145
26.738641
23.442905
27.433414
25.632328
106.118211
25.904547
106.439284
107.863218
29.337173
28.930094
106.402185
106.569671
109.431170
109.133391
107.460434
108.699448
106.762564
107.470705
106.659504
28.685031
108.037488
106.462077
108.999253
107.508328
106.485804
29.404396
27.591351
106.766981
27.192632
27.745149
27.756293
27.211493
29.527964
28.933258
109.615942
109.466476
109.222057
106.976401
29.137518
107.684019
109.267999
106.224810
107.056350
108.237585
109.347738
106.890554
107.654299
25.589726
108.264177
109.361874
25.610030
109.749708
109.278459
107.102353
107.648108
109.590545
107.726252
106.972116
109.613023
109.032499
107.134254
109.439081
109.642896
109.428421
25.748357
109.731379
109.511834
25.845294
114.113603
116.117192
113.362149
114.760171
24.878602
115.510080
113.641240
114.272941
113.432088
113.651890
114.195319
114.199244
115.886659
115.887091
116.360191
113.628152
113.636700
115.867754
115.960529
27.455199
114.279514
113.526830
116.050904
113.568167
114.250905
116.410155
115.946363
116.066726
115.910390
114.271197
115.600853
113.692451
116.385132
113.525600
116.088892
116.206572
113.657381
114.340466
116.300985
113.589140
113.768173
114.312837
116.041260
116.054357
116.241543
113.786459
113.574212
114.376369
114.974044
114.340090
116.258367
113.710645
116.154877
115.997108
113.818690
114.997239
114.408875
113.610076
116.094051
114.462971
