t,tcp_inuse,tcp_tw,tcp_orphan,file_nr_used,loadavg_1m
1780610463.342,1481,434,0,4992,0.86
1780610464.343,1481,433,0,4992,0.86
1780610465.343,1481,434,0,4992,0.86
1780610466.343,1481,434,0,4992,0.79
1780610467.343,1481,435,0,4992,0.79
1780610468.343,1481,433,0,4992,0.79
1780610469.343,1481,433,0,4992,0.79
1780610470.344,1481,430,0,4992,0.79
1780610471.344,1481,430,0,4992,0.73
1780610472.344,1481,429,0,4992,0.73
1780610473.344,1481,430,0,4992,0.73
1780610474.344,1481,431,0,4992,0.73
1780610475.344,1481,430,0,4992,0.73
1780610476.345,1481,430,0,4992,0.75
1780610477.345,1481,431,0,4992,0.75
1780610478.345,1481,431,0,4992,0.75
1780610479.345,1481,430,0,4992,0.75
1780610480.345,1481,430,0,4992,0.75
1780610481.345,1481,430,0,4992,0.69
