t,tcp_inuse,tcp_tw,tcp_orphan,file_nr_used,loadavg_1m
1780610845.021,1455,502,0,5760,3.33
1780610846.022,1461,502,0,5760,3.33
1780610847.022,1461,501,0,5760,3.33
1780610848.022,1461,501,0,5760,3.14
1780610849.022,1461,501,0,5760,3.14
1780610850.022,1461,501,0,5760,3.14
1780610851.022,1461,500,0,5760,3.14
1780610852.022,1461,500,0,5760,3.14
1780610853.023,1461,500,0,5760,2.97
1780610854.023,1461,500,0,5760,2.97
1780610855.023,1461,500,0,5760,2.97
1780610856.023,1461,500,0,5760,2.97
1780610857.023,1461,499,0,5760,2.97
1780610858.023,1461,499,0,5760,2.81
1780610859.023,1461,499,0,5760,2.81
1780610860.023,1461,499,0,5760,2.81
1780610861.024,1461,498,0,5760,2.81
1780610862.024,1461,498,0,5760,2.81
1780610863.024,1461,487,0,5760,2.67
1780610864.024,1461,487,0,5760,2.67
1780610865.024,1461,486,0,5760,2.67
1780610866.024,1461,486,0,5760,2.67
1780610867.024,1461,485,0,5760,2.67
1780610868.025,1461,485,0,5760,2.53
1780610869.025,1461,423,0,5760,2.53
1780610870.025,1461,423,0,5760,2.53
1780610871.025,1461,423,0,5760,2.53
1780610872.025,1461,423,0,5760,2.53
1780610873.025,1461,423,0,5760,2.41
1780610874.025,1461,423,0,5760,2.41
1780610875.025,1461,423,0,5760,2.41
1780610876.026,1461,423,0,5760,2.41
1780610877.026,1461,423,0,5760,2.41
1780610878.026,1461,423,0,5760,2.30
1780610879.026,1461,424,0,5760,2.30
1780610880.026,1461,424,0,5760,2.30
1780610881.026,1461,424,0,5568,2.30
1780610882.026,1461,424,0,5568,2.30
1780610883.027,1461,424,0,5568,2.19
1780610884.027,1461,425,0,5568,2.19
1780610885.027,1461,425,0,5568,2.19
1780610886.027,1461,425,0,5568,2.19
1780610887.027,1461,425,0,5568,2.19
1780610888.027,1461,424,0,5568,2.10
1780610889.028,1461,424,0,5568,2.10
1780610890.028,1461,423,0,5568,2.10
1780610891.028,1461,423,0,5568,2.10
1780610892.028,1461,421,0,5568,2.10
1780610893.028,1461,421,0,5568,2.01
1780610894.028,1461,421,0,5568,2.01
1780610895.028,1461,422,0,5568,2.01
1780610896.029,1461,392,0,5568,2.01
1780610897.029,1461,392,0,5568,2.01
1780610898.029,1461,17,0,5568,1.93
1780610899.029,1461,17,0,5568,1.93
1780610900.029,1461,16,0,5568,1.93
1780610901.029,1461,16,0,5568,1.93
1780610902.029,1461,13,0,5568,1.93
1780610903.030,1461,13,0,5568,1.93
1780610904.030,1461,9,0,5568,1.93
1780610905.030,1461,9,0,5568,1.93
1780610906.030,1461,7,0,5568,1.93
1780610907.030,1461,7,0,5568,1.93
1780610908.030,1461,7,0,5568,1.86
1780610909.031,1461,7,0,5568,1.86
1780610910.031,1461,7,0,5568,1.86
1780610911.031,1461,7,0,5568,1.86
1780610912.031,1461,7,0,5568,1.86
1780610913.031,1461,7,0,5568,1.79
1780610914.031,1461,7,0,5568,1.79
1780610915.031,1461,7,0,5568,1.79
1780610916.032,1461,7,0,5568,1.79
1780610917.032,1461,7,0,5568,1.79
1780610918.032,1461,7,0,5568,1.73
1780610919.032,1461,8,0,5568,1.73
1780610920.032,1461,8,0,5568,1.73
1780610921.032,1461,9,0,5568,1.73
1780610922.032,1461,9,0,5568,1.73
1780610923.033,1461,9,0,5568,1.67
1780610924.033,1461,9,0,5568,1.67
1780610925.033,1461,9,0,5568,1.67
1780610926.033,1461,9,0,5568,1.67
1780610927.033,1461,9,0,5568,1.67
1780610928.033,1461,9,0,5568,1.61
1780610929.033,1461,9,0,5568,1.61
1780610930.034,1461,9,0,5952,1.61
1780610931.034,1461,9,0,5952,1.61
1780610932.034,1461,9,0,5952,1.61
1780610933.034,1461,9,0,5952,1.56
1780610934.034,1461,9,0,5952,1.56
1780610935.034,1461,10,0,5952,1.56
1780610936.034,1461,10,0,5952,1.56
1780610937.035,1461,10,0,5952,1.56
1780610938.035,1461,10,0,5952,1.52
1780610939.035,1461,10,0,5952,1.52
1780610940.035,1461,10,0,5952,1.52
1780610941.035,1461,9,0,5952,1.52
1780610942.035,1461,9,0,5952,1.52
1780610943.036,1461,9,0,5952,1.48
1780610944.036,1461,9,0,5952,1.48
1780610945.036,1461,9,0,5952,1.48
1780610946.036,1461,9,0,5952,1.48
1780610947.036,1461,8,0,5952,1.48
1780610948.036,1461,8,0,5952,1.44
1780610949.036,1461,8,0,5952,1.44
1780610950.037,1461,8,0,5952,1.44
1780610951.037,1461,7,0,5952,1.44
1780610952.037,1461,7,0,5952,1.44
1780610953.037,1461,8,0,5952,1.40
1780610954.037,1461,8,0,5952,1.40
1780610955.037,1461,7,0,5952,1.40
1780610956.037,1461,7,0,5952,1.40
1780610957.038,1461,7,0,5952,1.40
1780610958.038,1461,8,0,5952,1.37
1780610959.038,1461,9,0,5952,1.37
1780610960.038,1461,9,0,5952,1.37
1780610961.038,1461,10,0,5952,1.37
1780610962.038,1461,11,0,5952,1.37
1780610963.039,1461,11,0,5952,1.34
1780610964.039,1461,11,0,5952,1.34
1780610965.039,1461,11,0,5952,1.34
1780610966.039,1461,11,0,5952,1.34
1780610967.039,1461,11,0,5952,1.34
1780610968.039,1461,11,0,5952,1.31
1780610969.040,1461,11,0,5952,1.31
1780610970.040,1461,11,0,5952,1.31
1780610971.040,1461,11,0,5952,1.31
1780610972.040,1461,11,0,5952,1.31
1780610973.040,1461,11,0,5952,1.29
1780610974.040,1461,11,0,5952,1.29
1780610975.040,1461,11,0,5952,1.29
1780610976.040,1461,11,0,5952,1.29
1780610977.041,1461,11,0,5952,1.29
1780610978.041,1461,11,0,5952,1.26
1780610979.041,1461,11,0,5952,1.26
1780610980.041,1461,10,0,5952,1.26
1780610981.041,1461,10,0,5952,1.26
1780610982.041,1461,10,0,5952,1.26
1780610983.041,1461,10,0,5952,1.24
1780610984.042,1461,10,0,5952,1.24
1780610985.042,1461,10,0,5952,1.24
1780610986.042,1461,10,0,5952,1.24
1780610987.042,1461,10,0,5952,1.24
1780610988.042,1461,9,0,5952,1.22
1780610989.042,1461,10,0,5952,1.22
1780610990.043,1461,10,0,6144,1.22
1780610991.043,1461,10,0,6144,1.22
1780610992.043,1461,10,0,6144,1.22
1780610993.043,1461,10,0,6144,1.21
1780610994.043,1461,10,0,6144,1.21
1780610995.043,1461,10,0,6144,1.21
1780610996.043,1461,10,0,6144,1.21
1780610997.044,1461,10,0,6144,1.21
1780610998.044,1461,10,0,6144,1.19
1780610999.044,1461,10,0,6144,1.19
1780611000.044,1461,10,0,6144,1.19
1780611001.044,1461,10,0,6144,1.19
1780611002.044,1461,10,0,6144,1.19
1780611003.045,1461,10,0,6144,1.17
1780611004.045,1461,10,0,6144,1.17
1780611005.045,1461,10,0,6144,1.17
1780611006.045,1461,9,0,6144,1.17
1780611007.045,1461,10,0,6144,1.17
1780611008.045,1461,10,0,6144,1.16
1780611009.045,1461,11,0,6144,1.16
1780611010.046,1461,10,0,6144,1.16
1780611011.046,1461,11,0,6144,1.16
1780611012.046,1461,12,0,6144,1.16
1780611013.046,1461,12,0,6144,1.15
1780611014.046,1461,12,0,6144,1.15
1780611015.046,1461,12,0,6144,1.15
1780611016.046,1461,12,0,6144,1.15
1780611017.047,1461,13,0,6144,1.15
1780611018.047,1461,14,0,6144,1.13
1780611019.047,1461,13,0,6144,1.13
1780611020.047,1461,13,0,6144,1.13
1780611021.047,1461,12,0,6144,1.13
1780611022.047,1461,13,0,6144,1.13
1780611023.048,1461,12,0,6144,1.12
1780611024.048,1461,12,0,6144,1.12
1780611025.048,1461,12,0,6144,1.12
1780611026.048,1461,12,0,6144,1.12
1780611027.048,1461,13,0,6144,1.12
1780611028.048,1461,13,0,6144,1.11
1780611029.048,1461,13,0,6144,1.11
1780611030.049,1461,13,0,6144,1.11
