t,tcp_inuse,tcp_tw,tcp_orphan,file_nr_used,loadavg_1m
1780606297.581,1509,537,0,6144,1.58
1780606298.582,1581,537,0,6144,1.58
1780606299.582,1581,536,0,6144,1.58
1780606300.582,1581,536,0,6144,1.54
1780606301.583,1581,535,0,6144,1.54
1780606302.583,1581,535,0,6144,1.54
1780606303.584,1549,550,0,6144,1.54
1780606304.584,1549,551,0,6144,1.54
1780606305.584,1549,550,0,6144,1.49
1780606306.585,1549,551,0,6144,1.49
1780606307.585,1549,523,0,6144,1.49
1780606308.585,1549,524,0,5952,1.49
1780606309.586,1549,512,0,5952,1.49
1780606310.586,1549,512,0,5952,1.45
1780606311.586,1549,510,0,5952,1.45
1780606312.587,1549,510,0,5952,1.45
1780606313.587,1549,510,0,5952,1.45
1780606314.587,1549,511,0,5952,1.45
1780606315.588,1549,451,0,5952,1.50
1780606316.588,1549,451,0,5952,1.50
1780606317.589,1549,451,0,5952,1.50
1780606318.589,1549,451,0,5952,1.50
1780606319.589,1549,451,0,5952,1.50
1780606320.590,1550,451,0,5952,2.18
1780606321.590,1549,451,0,5952,2.18
1780606322.591,1549,451,0,5952,2.18
1780606323.591,1549,451,0,5952,2.18
1780606324.591,1549,452,0,5952,2.18
1780606325.592,1549,452,0,5952,2.08
1780606326.592,1549,452,0,5952,2.08
1780606327.593,1549,453,0,5952,2.08
1780606328.593,1549,453,0,5952,2.08
1780606329.593,1549,453,0,5952,2.08
1780606330.594,1549,453,0,5952,2.08
1780606331.594,1549,454,0,5952,2.08
1780606332.595,1549,454,0,5952,2.08
1780606333.595,1549,454,0,6144,2.08
1780606334.596,1549,454,0,6144,2.08
1780606335.596,1549,454,0,6144,1.99
1780606336.597,1549,454,0,6144,1.99
1780606337.597,1549,454,0,6144,1.99
1780606338.597,1549,454,0,6144,1.99
1780606339.598,1549,455,0,6144,1.99
1780606340.598,1551,451,0,6144,1.99
1780606341.598,1551,451,0,6144,1.99
1780606342.599,1551,450,0,6144,1.99
1780606343.599,1551,450,0,6144,1.99
1780606344.599,1551,450,0,6144,1.99
1780606345.600,1551,450,0,6144,1.99
1780606346.600,1549,449,0,6144,1.99
1780606347.601,1549,450,0,6144,1.99
1780606348.601,1549,432,0,6144,1.99
1780606349.601,1549,432,0,6144,1.99
1780606350.602,1549,38,0,6144,1.99
1780606351.602,1549,38,0,6144,1.99
1780606352.603,1549,36,0,6144,1.99
1780606353.603,1549,36,0,6144,1.99
1780606354.603,1548,36,0,6144,1.99
