t,tcp_inuse,tcp_tw,tcp_orphan,file_nr_used,loadavg_1m
1780610693.866,1453,919,0,4800,5.26
1780610694.867,1461,919,0,4800,5.26
1780610695.867,1461,919,0,4800,5.26
1780610696.867,1461,918,0,4800,5.26
1780610697.868,1461,918,0,4800,4.92
1780610698.868,1461,680,0,4800,4.92
1780610699.868,1461,680,0,4800,4.92
1780610700.868,1461,506,0,4800,4.92
1780610701.868,1461,506,0,4800,4.92
1780610702.869,1461,501,0,4800,4.61
1780610703.869,1461,501,0,4800,4.61
1780610704.869,1461,502,0,4800,4.61
1780610705.869,1461,498,0,4800,4.61
1780610706.870,1461,498,0,4800,4.61
