t,tcp_inuse,tcp_tw,tcp_orphan,file_nr_used,loadavg_1m
1780611631.068,1481,540,0,6144,1.83
1780611632.068,1581,540,0,6144,1.83
1780611633.068,1581,539,0,6144,1.83
1780611634.068,1581,539,0,6144,1.83
1780611635.069,1581,537,0,6144,1.84
1780611636.069,1581,537,0,6144,1.84
1780611637.069,1565,552,0,6144,1.84
1780611638.069,1551,551,0,6144,1.84
1780611639.069,1551,551,0,6144,1.84
1780611640.069,1551,551,0,6144,1.85
1780611641.070,1551,549,0,6144,1.85
1780611642.070,1551,549,0,6144,1.85
1780611643.070,1551,546,0,6144,1.85
1780611644.070,1549,547,0,6144,1.85
1780611645.070,1549,546,0,6144,1.87
1780611646.071,1549,546,0,6144,1.87
1780611647.071,1551,527,0,6144,1.87
1780611648.071,1551,527,0,6144,1.87
1780611649.071,1551,527,0,6144,1.87
1780611650.071,1551,519,0,6144,1.88
1780611651.071,1551,519,0,6144,1.88
1780611652.072,1551,505,0,6144,1.88
1780611653.072,1553,505,0,6144,1.88
1780611654.072,1555,505,0,6144,1.88
1780611655.072,1553,506,0,6144,1.97
1780611656.072,1553,506,0,6144,1.97
1780611657.073,1553,507,0,6144,1.97
1780611658.073,1552,447,0,6144,1.97
1780611659.073,1552,447,0,6144,1.97
1780611660.073,1548,450,0,6144,1.97
1780611661.073,1547,449,0,6144,1.97
1780611662.073,1545,453,0,6144,1.97
1780611663.074,1540,453,0,6144,1.97
1780611664.074,1537,455,0,6144,1.97
1780611665.074,1537,455,0,6144,1.97
1780611666.074,1543,456,0,6144,1.97
1780611667.075,1545,456,0,6144,1.97
1780611668.075,1547,455,0,6144,1.97
1780611669.075,1546,456,0,6144,1.97
1780611670.075,1546,454,0,6144,1.97
1780611671.075,1544,457,0,6144,1.97
1780611672.076,1538,463,0,6144,1.97
1780611673.076,1538,464,2,6144,1.97
1780611674.076,1537,464,0,6144,1.97
1780611675.076,1537,464,0,6144,1.90
1780611676.077,1537,463,0,6144,1.90
1780611677.077,1531,469,0,6144,1.90
1780611678.077,1526,467,0,6144,1.90
1780611679.077,1526,467,0,6144,1.90
1780611680.077,1524,465,0,6144,1.82
1780611681.078,1524,465,0,6144,1.82
1780611682.078,1528,453,0,6144,1.82
1780611683.078,1527,453,0,6144,1.82
1780611684.078,1529,56,0,6144,1.82
1780611685.079,1529,57,0,6144,1.92
1780611686.079,1529,53,0,6144,1.92
1780611687.079,1529,53,0,6144,1.92
1780611688.079,1529,53,0,6144,1.92
1780611689.079,1529,53,0,6144,1.92
1780611690.080,1529,50,0,6144,1.85
1780611691.080,1526,53,0,6144,1.85
1780611692.080,1526,53,0,6144,1.85
1780611693.080,1526,52,0,6144,1.85
1780611694.081,1515,61,0,6144,1.85
1780611695.081,1515,61,0,6144,1.78
1780611696.081,1515,61,0,6144,1.78
1780611697.081,1515,60,0,6144,1.78
1780611698.081,1515,60,0,6144,1.78
1780611699.082,1518,45,0,6144,1.78
1780611700.082,1519,45,0,6144,1.71
1780611701.082,1519,45,0,6144,1.71
1780611702.082,1519,45,0,6144,1.71
1780611703.083,1521,45,0,6144,1.71
1780611704.083,1519,45,0,6144,1.71
1780611705.083,1519,45,0,6144,1.74
1780611706.083,1519,45,0,6144,1.74
1780611707.084,1519,45,0,6144,1.74
1780611708.084,1519,45,0,6144,1.74
1780611709.084,1518,46,1,6144,1.74
1780611710.084,1516,50,0,6144,1.76
1780611711.085,1516,50,0,6144,1.76
1780611712.085,1515,50,0,6144,1.76
1780611713.085,1519,50,0,6144,1.76
1780611714.085,1519,50,0,6144,1.76
1780611715.086,1523,49,0,6144,1.78
1780611716.086,1529,49,0,6144,1.78
1780611717.086,1529,49,0,6144,1.78
1780611718.086,1529,49,0,6144,1.78
1780611719.087,1533,48,0,6144,1.78
1780611720.087,1533,48,0,6144,1.88
1780611721.087,1533,47,0,6144,1.88
1780611722.087,1531,48,0,6144,1.88
1780611723.087,1531,43,0,6144,1.88
1780611724.088,1531,43,0,6144,1.88
1780611725.088,1531,41,0,6144,1.89
1780611726.088,1531,41,0,6144,1.89
1780611727.088,1533,40,0,6144,1.89
1780611728.089,1533,41,0,6144,1.89
1780611729.089,1533,41,0,6144,1.89
1780611730.089,1533,41,0,6144,1.90
1780611731.089,1533,38,0,6144,1.90
1780611732.090,1531,39,0,6144,1.90
1780611733.090,1531,38,1,6144,1.90
1780611734.090,1527,40,0,6144,1.90
1780611735.090,1527,40,0,6144,1.90
1780611736.091,1527,36,0,6144,1.90
1780611737.091,1527,36,0,6144,1.90
1780611738.091,1522,39,0,6144,1.90
1780611739.091,1522,39,0,6144,1.90
1780611740.092,1521,33,0,6144,1.99
1780611741.092,1521,33,0,6144,1.99
1780611742.092,1521,31,0,6144,1.99
1780611743.092,1527,31,0,6144,1.99
1780611744.093,1527,29,0,6144,1.99
1780611745.093,1527,29,0,6144,2.07
1780611746.093,1527,28,0,6144,2.07
1780611747.093,1527,28,0,6144,2.07
1780611748.094,1527,28,0,6144,2.07
1780611749.094,1523,30,0,6144,2.07
1780611750.094,1523,30,0,6144,2.15
1780611751.094,1523,31,0,6144,2.15
1780611752.095,1525,31,0,6144,2.15
1780611753.095,1525,31,0,6144,2.15
1780611754.095,1521,33,0,6144,2.15
1780611755.095,1521,33,0,6144,2.06
1780611756.096,1521,25,0,6144,2.06
1780611757.096,1525,25,0,6144,2.06
1780611758.096,1525,25,0,6144,2.06
1780611759.096,1525,25,0,6144,2.06
1780611760.096,1520,24,0,5952,2.05
1780611761.097,1520,24,0,5952,2.05
1780611762.097,1521,23,0,5952,2.05
1780611763.097,1521,23,0,5952,2.05
1780611764.097,1521,23,0,5952,2.05
1780611765.098,1525,23,0,5952,2.21
1780611766.098,1525,22,0,5952,2.21
1780611767.098,1527,23,0,5952,2.21
1780611768.098,1527,23,0,5952,2.21
1780611769.099,1525,24,0,5952,2.21
1780611770.099,1525,21,0,5952,2.19
1780611771.099,1524,22,0,5952,2.19
1780611772.099,1527,21,0,5952,2.19
1780611773.099,1527,21,0,5952,2.19
1780611774.100,1527,21,0,5952,2.19
1780611775.100,1531,21,0,5952,2.26
1780611776.100,1531,21,0,5952,2.26
1780611777.100,1531,21,0,5952,2.26
1780611778.101,1531,21,0,5952,2.26
1780611779.101,1530,22,0,5952,2.26
1780611780.101,1530,22,0,5952,2.23
1780611781.101,1529,23,0,5952,2.23
1780611782.102,1526,27,0,5952,2.23
1780611783.102,1523,27,0,5952,2.23
1780611784.102,1523,27,0,5952,2.23
1780611785.102,1527,27,0,5952,2.30
1780611786.102,1529,27,0,5952,2.30
1780611787.103,1529,27,0,5952,2.30
1780611788.103,1533,28,0,5952,2.30
1780611789.103,1533,27,0,5952,2.30
1780611790.103,1533,27,0,5952,2.35
1780611791.103,1533,28,0,5952,2.35
1780611792.104,1531,29,0,5952,2.35
1780611793.104,1531,28,0,5952,2.35
1780611794.104,1529,30,0,5952,2.35
1780611795.104,1529,29,0,5952,2.41
1780611796.104,1535,29,0,5952,2.41
1780611797.105,1535,28,0,5952,2.41
1780611798.105,1534,29,0,5952,2.41
1780611799.105,1539,26,0,5952,2.41
1780611800.105,1539,26,0,5952,2.45
1780611801.106,1539,25,0,5952,2.45
1780611802.106,1539,25,0,5952,2.45
1780611803.106,1537,26,0,5952,2.45
1780611804.106,1534,29,0,5952,2.45
1780611805.107,1533,29,0,5952,2.42
1780611806.107,1533,29,0,5952,2.42
1780611807.107,1533,29,0,5952,2.42
1780611808.107,1531,30,0,5952,2.42
1780611809.107,1531,30,0,5952,2.42
1780611810.108,1531,30,0,5952,2.46
1780611811.108,1530,29,0,5952,2.46
1780611812.108,1529,28,0,5952,2.46
1780611813.108,1531,28,0,5952,2.46
1780611814.109,1531,28,4,5952,2.46
1780611815.109,1522,33,0,5952,2.35
1780611816.109,1520,35,0,5952,2.35
1780611817.109,1517,35,0,5952,2.35
1780611818.110,1519,35,2,5952,2.35
1780611819.110,1518,35,2,5952,2.35
1780611820.110,1515,37,1,5952,2.24
1780611821.110,1515,37,1,5952,2.24
1780611822.111,1514,36,1,5952,2.24
1780611823.111,1517,36,1,5952,2.24
1780611824.111,1516,35,0,5952,2.24
1780611825.111,1516,36,0,5952,2.22
1780611826.111,1518,36,0,5952,2.22
1780611827.112,1522,36,0,5952,2.22
1780611828.112,1522,35,0,5952,2.22
1780611829.112,1521,35,0,5952,2.22
1780611830.112,1521,34,0,5952,2.12
1780611831.113,1521,34,0,5952,2.12
1780611832.113,1525,33,0,5952,2.12
1780611833.113,1525,33,0,5952,2.12
1780611834.113,1524,33,0,5952,2.12
1780611835.113,1524,33,0,5952,2.11
1780611836.114,1523,34,1,5952,2.11
1780611837.114,1523,34,2,5952,2.11
1780611838.114,1523,34,2,5952,2.11
1780611839.114,1520,40,0,5952,2.11
1780611840.115,1520,40,0,6144,2.18
1780611841.115,1521,40,0,6144,2.18
1780611842.115,1521,38,0,6144,2.18
1780611843.115,1520,38,0,6144,2.18
1780611844.116,1523,33,0,6144,2.18
1780611845.116,1523,34,0,6144,2.17
1780611846.116,1531,33,0,6144,2.17
1780611847.116,1531,33,0,6144,2.17
1780611848.117,1531,34,0,6144,2.17
1780611849.117,1529,35,0,6144,2.17
1780611850.117,1529,34,0,6144,2.23
1780611851.117,1529,34,0,6144,2.23
1780611852.118,1529,34,0,6144,2.23
1780611853.118,1528,35,0,6144,2.23
1780611854.118,1527,35,0,6144,2.23
1780611855.118,1523,36,0,6144,2.22
1780611856.119,1523,34,0,6144,2.22
1780611857.119,1523,34,0,6144,2.22
1780611858.119,1523,34,0,6144,2.22
1780611859.119,1531,35,0,6144,2.22
1780611860.119,1531,35,0,6144,2.28
1780611861.120,1533,35,0,6144,2.28
1780611862.120,1530,38,0,6144,2.28
1780611863.120,1528,38,0,6144,2.28
1780611864.120,1529,38,0,6144,2.28
1780611865.120,1529,37,0,6144,2.34
1780611866.121,1526,39,0,6144,2.34
1780611867.121,1526,36,0,6144,2.34
1780611868.121,1528,36,0,6144,2.34
1780611869.121,1529,35,0,6144,2.34
1780611870.122,1529,35,0,6144,2.47
1780611871.122,1529,35,0,6144,2.47
1780611872.122,1527,35,0,6144,2.47
1780611873.122,1527,35,0,6144,2.47
1780611874.122,1527,35,0,6144,2.47
1780611875.122,1527,32,0,6144,2.43
1780611876.123,1523,34,0,6144,2.43
1780611877.123,1521,33,0,6144,2.43
1780611878.123,1527,33,0,6144,2.43
1780611879.123,1527,33,0,6144,2.43
1780611880.124,1527,33,0,6144,2.48
1780611881.124,1529,31,2,6144,2.48
1780611882.124,1526,34,0,6144,2.48
1780611883.124,1526,34,0,6144,2.48
1780611884.124,1525,34,0,6144,2.48
1780611885.125,1529,32,0,6144,2.36
1780611886.125,1529,32,0,6144,2.36
1780611887.125,1527,31,0,6144,2.36
1780611888.125,1527,31,0,6144,2.36
1780611889.125,1529,30,0,6144,2.36
1780611890.126,1529,30,0,6144,2.33
1780611891.126,1529,30,0,6144,2.33
1780611892.126,1539,31,0,6144,2.33
1780611893.126,1539,31,0,6144,2.33
1780611894.126,1533,37,0,6144,2.33
1780611895.127,1532,36,0,6144,2.30
1780611896.127,1524,39,0,6144,2.30
1780611897.127,1524,39,0,6144,2.30
1780611898.127,1523,39,0,6144,2.30
1780611899.127,1520,35,0,6144,2.30
1780611900.128,1523,35,0,6144,2.28
1780611901.128,1523,34,0,6144,2.28
1780611902.128,1523,35,0,6144,2.28
1780611903.128,1523,34,0,6144,2.28
1780611904.128,1529,33,0,6144,2.28
1780611905.129,1529,32,0,6144,2.34
1780611906.129,1526,35,0,6144,2.34
1780611907.129,1522,38,0,6144,2.34
1780611908.129,1521,39,0,6144,2.34
1780611909.129,1521,39,0,6144,2.34
1780611910.129,1519,37,0,6144,2.23
1780611911.130,1527,38,0,6144,2.23
1780611912.130,1526,38,0,6144,2.23
1780611913.130,1526,39,0,6144,2.23
1780611914.130,1525,39,0,6144,2.23
1780611915.130,1525,39,0,6144,2.21
1780611916.131,1525,37,0,6144,2.21
1780611917.131,1525,37,0,6144,2.21
1780611918.131,1525,36,0,6144,2.21
1780611919.131,1524,37,0,6144,2.21
1780611920.131,1521,39,0,6144,2.19
1780611921.131,1521,39,0,6144,2.19
1780611922.132,1521,39,0,6144,2.19
1780611923.132,1521,40,0,6144,2.19
1780611924.132,1520,38,0,6144,2.19
1780611925.132,1525,38,0,6144,2.18
1780611926.132,1525,38,0,6144,2.18
1780611927.132,1525,38,0,6144,2.18
1780611928.132,1524,38,0,6144,2.18
1780611929.133,1521,40,0,6144,2.18
1780611930.133,1523,39,0,6144,2.24
1780611931.133,1523,39,0,6144,2.24
1780611932.133,1523,39,0,6144,2.24
