t,tcp_inuse,tcp_tw,tcp_orphan,file_nr_used,loadavg_1m
1780611032.268,1493,2138,0,6720,9.03
1780611033.269,7641,2118,0,11520,8.39
1780611034.269,9693,2118,0,13056,8.39
1780611035.269,9693,2118,0,13056,8.39
1780611036.269,9693,2118,0,13056,8.39
1780611037.270,9703,2119,0,13248,8.39
1780611038.270,9115,2423,0,13056,8.36
1780611039.270,8351,2827,0,12864,8.36
1780611040.270,8367,2658,0,12864,8.36
1780611041.271,8371,2658,0,12864,8.36
1780611042.271,8387,1394,0,12864,8.36
1780611043.271,8411,1394,0,12864,7.85
1780611044.271,8417,1222,0,12864,7.85
1780611045.272,8425,1222,0,12864,7.85
1780611046.272,8479,1221,0,12864,7.85
1780611047.272,8523,1222,0,13056,7.85
1780611048.272,8523,1222,0,13056,7.30
1780611049.272,8367,1287,10,13056,7.30
1780611050.273,8317,1312,0,13056,7.30
1780611051.273,8299,1333,0,13056,7.30
1780611052.273,8337,1341,0,13056,7.30
1780611053.273,8337,1341,0,13248,7.20
1780611054.274,8371,1341,0,13248,7.20
1780611055.274,8375,1341,0,13248,7.20
1780611056.274,8265,1284,0,13248,7.20
1780611057.275,8321,1285,0,13248,7.20
1780611058.275,8321,1285,0,13248,7.10
1780611059.275,8385,1285,0,13248,7.10
1780611060.275,8445,1285,0,13248,7.10
1780611061.275,8445,1285,0,13248,7.10
1780611062.276,8427,1291,0,13248,7.10
1780611063.276,8417,1296,0,13248,7.17
1780611064.276,8375,1317,0,13248,7.17
1780611065.277,8403,1318,0,13248,7.17
1780611066.277,8411,1318,0,13248,7.17
1780611067.277,8471,1318,0,13248,7.17
1780611068.277,8465,1320,0,13248,6.68
1780611069.277,8416,1353,0,13248,6.68
1780611070.278,8345,1363,0,13248,6.68
1780611071.278,8365,1364,0,13248,6.68
1780611072.278,8341,1383,0,13248,6.68
1780611073.278,8437,1383,0,13248,6.54
1780611074.279,8461,1383,0,13248,6.54
1780611075.279,8483,1404,0,13056,6.54
1780611076.279,8381,1464,0,13056,6.54
1780611077.279,8381,1464,0,13056,6.54
1780611078.280,8381,1464,0,13440,6.50
1780611079.280,8391,1468,0,13440,6.50
1780611080.280,8415,1472,0,13440,6.50
