t,tcp_inuse,tcp_tw,tcp_orphan,file_nr_used,loadavg_1m
1780610443.216,1453,451,0,5952,1.06
1780610444.217,3311,448,0,7296,1.06
1780610445.217,3501,448,0,7488,1.06
1780610446.217,3501,444,0,7680,1.06
1780610447.217,3501,445,0,7680,1.14
1780610448.218,3501,441,0,7680,1.14
1780610449.218,3501,442,0,7680,1.14
1780610450.218,3249,448,0,7680,1.14
1780610451.218,3143,513,0,7680,1.14
1780610452.218,3265,513,0,7680,1.20
1780610453.218,3169,563,0,7488,1.20
1780610454.219,3066,667,0,7488,1.20
1780610455.219,3066,667,0,7488,1.20
1780610456.219,2869,738,0,7488,1.20
1780610457.219,2917,738,0,7488,1.35
1780610458.219,2917,738,0,7488,1.35
1780610459.220,2703,824,0,7296,1.35
1780610460.220,2703,822,0,7296,1.35
1780610461.220,2789,822,0,7296,1.35
1780610462.220,2687,872,0,7296,1.40
1780610463.220,2695,878,0,7296,1.40
1780610464.220,2867,880,0,7296,1.40
1780610465.221,2871,881,0,7296,1.40
1780610466.221,2915,880,0,7296,1.40
1780610467.221,3053,880,0,7296,1.45
1780610468.221,3053,880,0,7296,1.45
1780610469.221,3053,881,0,7296,1.45
1780610470.222,3053,880,0,7296,1.45
1780610471.222,3053,880,0,7296,1.45
1780610472.222,3040,888,0,7296,1.73
1780610473.222,3024,896,0,7296,1.73
1780610474.223,3017,889,0,7296,1.73
1780610475.223,2965,910,0,7296,1.73
1780610476.223,2965,910,0,7296,1.73
1780610477.223,2965,910,0,7296,1.92
1780610478.223,2965,910,0,7296,1.92
1780610479.224,2965,911,0,7296,1.92
1780610480.224,2965,911,0,7296,1.92
1780610481.224,2965,907,0,7296,1.92
1780610482.224,2965,907,0,7296,1.92
1780610483.224,2957,910,0,7296,1.92
1780610484.225,2957,911,0,7296,1.92
1780610485.225,2957,909,0,7488,1.92
1780610486.225,2825,968,0,7488,1.92
1780610487.225,2817,968,0,7488,2.01
1780610488.225,2817,968,0,7488,2.01
1780610489.226,2769,987,0,7488,2.01
1780610490.226,2769,987,0,7488,2.01
1780610491.226,2835,940,0,7488,2.01
1780610492.226,2845,940,0,7488,2.09
1780610493.226,2921,580,0,7488,2.09
1780610494.227,2973,580,0,7488,2.09
1780610495.227,2973,578,0,7488,2.09
1780610496.227,3053,579,0,7488,2.09
1780610497.227,3069,578,0,7488,2.08
1780610498.227,3017,603,0,7488,2.08
1780610499.228,2975,618,0,7488,2.08
1780610500.228,2915,647,0,7296,2.08
1780610501.228,2901,689,0,7296,2.08
1780610502.228,2901,689,0,7296,2.16
1780610503.228,2905,689,0,7296,2.16
1780610504.229,2905,689,0,7296,2.16
1780610505.229,2905,688,0,7296,2.16
1780610506.229,2877,702,0,7296,2.16
1780610507.229,2877,701,0,7104,2.22
1780610508.229,2847,732,0,7104,2.22
1780610509.230,2817,732,0,7104,2.22
1780610510.230,2855,733,0,7104,2.22
1780610511.230,2855,657,0,7104,2.22
1780610512.230,2873,657,0,7104,2.12
1780610513.230,2941,658,0,7104,2.12
1780610514.231,2955,658,0,7104,2.12
1780610515.231,2925,637,0,7104,2.12
1780610516.231,2843,660,0,7104,2.12
1780610517.231,3041,476,0,7104,2.11
1780610518.231,2951,521,0,7104,2.11
1780610519.231,2951,436,0,7104,2.11
1780610520.232,2992,436,0,7296,2.11
1780610521.232,2986,440,0,7296,2.11
1780610522.232,3007,445,0,7296,2.19
1780610523.232,2993,451,0,7296,2.19
