t,tcp_inuse,tcp_tw,tcp_orphan,file_nr_used,loadavg_1m
1780611284.334,1477,585,0,5376,7.74
1780611285.334,1581,577,0,5568,7.74
1780611286.334,1581,577,0,5568,7.74
1780611287.335,1581,569,0,5568,7.74
1780611288.335,1581,570,0,5568,7.74
1780611289.335,1581,561,0,5568,7.36
1780611290.335,1553,575,0,5568,7.36
1780611291.336,1553,568,0,5568,7.36
1780611292.336,1553,568,0,5568,7.36
1780611293.336,1553,557,0,5568,7.36
1780611294.336,1553,557,0,5568,6.93
1780611295.336,1555,553,0,5568,6.93
1780611296.337,1555,553,0,5568,6.93
1780611297.337,1557,545,0,5568,6.93
1780611298.337,1557,545,1,5568,6.93
1780611299.337,1556,541,0,5568,6.45
1780611300.337,1549,544,0,5568,6.45
1780611301.338,1553,539,0,5568,6.45
1780611302.338,1552,541,0,5568,6.45
1780611303.338,1547,514,0,5568,6.45
1780611304.338,1549,514,0,5568,6.10
1780611305.338,1547,513,0,5568,6.10
1780611306.339,1538,520,0,5568,6.10
1780611307.339,1538,519,0,5568,6.10
1780611308.339,1535,521,0,5568,6.10
1780611309.339,1531,462,0,5568,5.69
1780611310.340,1531,462,0,5376,5.69
1780611311.340,1530,463,0,5376,5.69
1780611312.340,1529,462,0,5376,5.69
1780611313.340,1529,461,0,5376,5.69
1780611314.340,1529,461,0,5376,5.39
1780611315.341,1524,466,0,5376,5.39
1780611316.341,1522,464,0,5376,5.39
1780611317.341,1519,464,0,5376,5.39
1780611318.341,1501,477,0,5376,5.39
1780611319.342,1502,477,0,5376,5.20
1780611320.342,1502,478,0,5376,5.20
1780611321.342,1513,478,0,5376,5.20
1780611322.342,1515,477,0,5376,5.20
1780611323.342,1527,477,0,5376,5.20
1780611324.343,1527,477,0,5376,5.02
1780611325.343,1527,477,0,5376,5.02
1780611326.343,1527,477,0,5376,5.02
1780611327.343,1527,478,0,5376,5.02
1780611328.343,1529,475,0,5376,5.02
1780611329.344,1531,475,0,5376,4.78
1780611330.344,1531,475,0,5376,4.78
1780611331.344,1537,475,0,5376,4.78
1780611332.344,1537,475,0,5376,4.78
1780611333.345,1537,476,0,5376,4.78
1780611334.345,1537,475,0,5376,4.56
1780611335.345,1537,475,0,5376,4.56
1780611336.345,1537,380,0,5376,4.56
1780611337.345,1531,383,0,5376,4.56
1780611338.346,1531,68,0,5376,4.56
1780611339.346,1525,71,0,5376,4.27
1780611340.346,1525,66,0,5376,4.27
1780611341.346,1525,66,0,5376,4.27
1780611342.347,1531,63,0,5376,4.27
1780611343.347,1531,64,0,5376,4.27
1780611344.347,1530,64,0,5376,4.01
1780611345.347,1533,64,0,5376,4.01
1780611346.348,1533,63,1,5376,4.01
1780611347.348,1531,63,0,5376,4.01
1780611348.348,1531,63,0,5376,4.01
1780611349.348,1531,64,0,5376,3.85
1780611350.349,1531,50,0,5376,3.85
1780611351.349,1533,51,0,5376,3.85
1780611352.349,1533,51,0,5376,3.85
1780611353.349,1535,51,0,5376,3.85
1780611354.349,1534,51,0,5376,3.78
1780611355.350,1533,53,0,5376,3.78
1780611356.350,1535,53,0,5376,3.78
1780611357.350,1535,53,0,5376,3.78
1780611358.350,1539,53,0,5376,3.78
1780611359.351,1541,53,0,5376,3.80
1780611360.351,1541,49,0,5376,3.80
1780611361.351,1539,50,0,5376,3.80
1780611362.351,1537,51,0,5376,3.80
1780611363.352,1535,51,0,5376,3.80
1780611364.352,1535,51,0,5376,3.74
1780611365.352,1535,48,0,5376,3.74
1780611366.352,1535,50,0,5376,3.74
1780611367.353,1535,48,0,5376,3.74
1780611368.353,1533,50,0,5376,3.74
1780611369.353,1535,46,0,5376,3.52
1780611370.353,1535,48,0,5376,3.52
1780611371.353,1534,43,0,5376,3.52
1780611372.354,1532,44,0,5376,3.52
1780611373.354,1533,44,0,5376,3.52
1780611374.354,1537,45,0,5376,3.47
1780611375.355,1537,46,0,5184,3.47
1780611376.355,1535,48,0,5184,3.47
1780611377.355,1535,48,0,5184,3.47
1780611378.355,1534,49,0,5184,3.47
1780611379.356,1537,38,0,5184,3.52
1780611380.356,1535,39,0,5184,3.52
1780611381.356,1533,40,0,5184,3.52
1780611382.356,1526,44,0,5184,3.52
1780611383.356,1526,40,0,5184,3.52
1780611384.357,1529,40,0,5184,3.48
1780611385.357,1530,41,1,5184,3.48
1780611386.357,1529,42,0,5184,3.48
1780611387.357,1529,43,0,5184,3.48
1780611388.358,1531,43,0,5184,3.48
1780611389.358,1529,44,2,5184,3.36
1780611390.358,1527,46,0,5184,3.36
1780611391.358,1527,45,0,5184,3.36
1780611392.359,1529,45,0,5184,3.36
1780611393.359,1526,47,0,5184,3.36
1780611394.359,1523,47,0,5184,3.33
1780611395.359,1521,48,0,5184,3.33
1780611396.360,1525,48,0,5184,3.33
1780611397.360,1522,47,0,5184,3.33
1780611398.360,1530,49,0,5184,3.33
1780611399.360,1530,47,0,5184,3.22
1780611400.360,1533,48,0,5184,3.22
1780611401.361,1533,48,0,5184,3.22
1780611402.361,1529,49,0,5184,3.22
1780611403.361,1531,48,0,5184,3.22
1780611404.362,1533,49,0,5184,3.20
1780611405.362,1537,50,0,5184,3.20
1780611406.362,1537,49,0,5184,3.20
1780611407.362,1537,49,0,5184,3.20
1780611408.362,1535,49,0,5184,3.20
1780611409.363,1535,49,0,5184,3.03
1780611410.363,1527,52,0,5184,3.03
1780611411.363,1525,52,1,5184,3.03
1780611412.363,1530,52,0,5184,3.03
1780611413.364,1525,55,0,5184,3.03
1780611414.364,1529,55,0,5184,2.94
1780611415.364,1529,55,0,5184,2.94
1780611416.364,1533,54,0,5184,2.94
1780611417.364,1535,54,0,5184,2.94
1780611418.365,1537,54,0,5184,2.94
1780611419.365,1535,55,0,5184,2.95
1780611420.365,1529,58,0,5184,2.95
1780611421.365,1531,58,0,5184,2.95
1780611422.366,1531,58,0,5184,2.95
1780611423.366,1537,59,0,5184,2.95
1780611424.366,1537,57,0,5184,2.95
1780611425.366,1533,59,0,5184,2.95
1780611426.367,1529,60,0,5184,2.95
1780611427.367,1529,60,0,5184,2.95
1780611428.367,1531,59,0,5184,2.95
1780611429.367,1531,60,0,5184,2.88
1780611430.368,1535,56,0,5184,2.88
1780611431.368,1533,59,0,5184,2.88
1780611432.368,1529,61,0,5184,2.88
1780611433.368,1529,61,0,5184,2.88
1780611434.369,1527,59,0,5184,2.81
1780611435.369,1529,59,0,5184,2.81
1780611436.369,1529,58,0,5184,2.81
1780611437.369,1531,59,0,5184,2.81
1780611438.370,1529,59,0,5184,2.81
1780611439.370,1529,60,0,5184,2.74
1780611440.370,1523,59,0,5184,2.74
1780611441.370,1527,59,0,5184,2.74
1780611442.371,1529,56,0,5184,2.74
1780611443.371,1531,57,0,5184,2.74
1780611444.371,1535,53,0,5184,2.76
1780611445.371,1535,54,0,5184,2.76
1780611446.371,1535,52,0,5184,2.76
1780611447.372,1529,55,0,5184,2.76
1780611448.372,1531,55,0,5184,2.76
1780611449.372,1531,53,0,5184,2.70
1780611450.372,1531,53,0,5184,2.70
1780611451.373,1531,50,0,5184,2.70
1780611452.373,1535,50,0,5184,2.70
1780611453.373,1537,50,0,5184,2.70
1780611454.373,1535,52,0,5184,2.73
1780611455.374,1533,50,0,5184,2.73
1780611456.374,1537,50,0,5184,2.73
1780611457.374,1537,49,0,5184,2.73
1780611458.374,1537,49,0,5184,2.73
1780611459.374,1529,51,0,5184,2.67
1780611460.375,1531,51,0,5184,2.67
1780611461.375,1531,49,0,5184,2.67
1780611462.375,1543,49,0,5184,2.67
1780611463.375,1543,48,0,5184,2.67
1780611464.376,1539,53,0,5184,2.61
1780611465.376,1537,54,0,5184,2.61
1780611466.376,1537,54,0,5184,2.61
1780611467.376,1535,57,0,5184,2.61
1780611468.377,1535,57,0,5184,2.61
1780611469.377,1535,58,0,5184,2.48
1780611470.377,1535,58,0,5184,2.48
1780611471.377,1535,54,0,5184,2.48
1780611472.377,1537,54,0,5184,2.48
1780611473.378,1537,54,0,5184,2.48
1780611474.378,1529,59,0,5184,2.45
1780611475.378,1533,55,0,5184,2.45
1780611476.378,1533,55,0,5184,2.45
